"duration", "protocol_type", "flag", "src_bytes", "dst_bytes", "land", "wrong_fragment", "urgent","hot", "num_failed_logins", "logged_in", "num_compromised", "root_shell", "su_attempted", "num_root", "num_file_creations", "num_shells", "num_access_files", "num_outbound_cmds", "is_host_login","is_guest_login", "count", "srv_count", "serror_rate", "srv_serror_rate", "rerror_rate", "srv_rerror_rate","same_srv_rate", "diff_srv_rate", "srv_diff_host_rate", "dst_host_count", "dst_host_srv_count", "dst_host_same_srv_rate", "dst_host_diff_srv_rate", "dst_host_same_src_port_rate", "dst_host_srv_diff_host_rate","dst_host_serror_rate", "dst_host_srv_serror_rate", "dst_host_rerror_rate", "dst_host_srv_rerror_rate","label"
0,tcp,SF,204,308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,1,0,017,90,255,1,0,001,004,0,0,0,0,normal
0,tcp,SF,218,2219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,1,0,017,7,255,1,0,014,003,0,0,0,0,normal
0,tcp,SF,373,412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,226,255,1,0,0,002,0,0,0,0,normal
0,tcp,SF,306,3313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,104,255,1,0,001,001,0,0,0,0,normal
0,tcp,SF,308,1512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,114,255,1,0,001,001,0,0,0,0,normal
0,tcp,SF,224,799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,033,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,229,1733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,1,0,014,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,267,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,1,0,014,65,255,1,0,002,001,0,0,0,0,normal
0,tcp,SF,225,673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,1,0,01,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,295,1549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,033,5,255,1,0,02,002,0,0,0,0,normal
0,tcp,SF,288,371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,1,0,012,11,255,1,0,009,002,0,0,0,0,normal
0,tcp,SF,272,22633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,8,255,1,0,012,003,0,0,0,0,normal
0,tcp,SF,297,2427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,018,23,255,1,0,004,002,0,0,0,0,normal
0,tcp,SF,311,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,123,255,1,0,001,001,0,0,0,0,normal
0,tcp,SF,305,1707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,1,0,02,127,255,1,0,001,001,0,0,0,0,normal
0,tcp,SF,295,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,1,0,012,37,255,1,0,003,002,0,0,0,0,normal
0,tcp,SF,511,6839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,05,230,255,1,0,0,002,0,0,0,0,normal
0,tcp,SF,239,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,1,0,014,255,255,1,0,001,0,001,001,0,0,normal
0,tcp,SF,288,391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,4,255,1,0,025,003,0,0,0,0,normal
0,tcp,SF,287,1289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,14,255,1,0,007,003,0,0,0,0,normal
5,tcp,SF,308,1713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,132,255,1,0,001,001,0,0,0,0,normal
0,tcp,SF,284,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,5,255,1,0,02,006,0,0,0,0,normal
0,tcp,SF,299,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13,255,1,0,008,006,0,0,0,0,normal
0,tcp,SF,380,19012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,233,255,1,0,0,001,0,0,0,0,normal
0,tcp,SF,357,354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,13,011,008,0,0,1,0,015,245,255,1,0,0,001,001,001,0,0,normal
0,tcp,SF,360,1053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,23,005,004,0,0,1,0,009,255,255,1,0,0,0,001,001,0,0,normal
0,tcp,SF,359,821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,33,003,003,0,0,1,0,006,255,255,1,0,0,0,001,001,0,0,normal
0,tcp,SF,478,6248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,39,003,003,0,0,1,0,0,255,255,1,0,0,0,001,001,0,0,normal
0,tcp,SF,308,2521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,006,0,0,0,0,normal
0,tcp,SF,232,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,6,254,1,0,017,004,0,0,0,0,normal
0,tcp,SF,295,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,43,255,1,0,002,002,0,0,0,0,normal
0,tcp,SF,293,2427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,1,0,014,52,255,1,0,002,002,0,0,0,0,normal
0,tcp,SF,305,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,038,49,255,1,0,002,005,0,0,0,0,normal
0,tcp,SF,348,9189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,55,255,1,0,002,005,0,0,0,0,normal
0,tcp,SF,309,741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,58,255,1,0,002,002,0,0,0,0,normal
0,tcp,SF,293,2427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,73,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,277,14274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,025,13,255,1,0,008,003,0,0,0,0,normal
0,tcp,SF,296,2427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,1,0,014,91,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,286,492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,033,16,255,1,0,006,003,0,0,0,0,normal
0,tcp,SF,296,667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,1,0,012,102,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,266,6104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,067,1,255,1,0,1,002,0,0,0,0,normal
0,tcp,SF,236,431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,9,154,1,0,011,002,011,081,0,0,normal
0,tcp,SF,298,1197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,04,28,255,1,0,004,003,0,0,0,0,normal
0,tcp,SF,227,1574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,025,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,216,382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,1,0,011,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,218,1743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,1,0,007,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,352,633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,58,255,1,0,002,005,0,0,0,0,normal
0,tcp,SF,347,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,60,255,1,0,002,002,0,001,0,0,normal
0,tcp,SF,236,32473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,05,1,255,1,0,1,007,0,0,0,0,normal
0,tcp,SF,234,6104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,043,2,255,1,0,05,002,0,0,0,0,normal
0,tcp,SF,354,353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,73,255,1,0,001,005,0,0,0,0,normal
0,tcp,SF,311,12502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,118,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,323,873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,128,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,301,4555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,025,161,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,264,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,033,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,258,1812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,1,0,02,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,255,372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,1,0,01,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,326,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,1,0,018,171,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,330,1791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,179,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,332,699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,187,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,280,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,255,1,0,025,003,0,0,0,0,normal
0,tcp,SF,331,13166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,142,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,309,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,152,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,317,1797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,162,255,1,0,001,002,0,0,0,0,normal
0,tcp,SF,222,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,02,0,0,1,0,06,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,223,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,15,0,007,0,0,1,0,02,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,234,1745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,25,0,004,0,0,1,0,012,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,221,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,35,0,003,0,0,1,0,011,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,276,810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,02,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,231,1697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,232,1850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,015,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,225,283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,1,0,009,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,222,897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,1,0,006,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,227,452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,255,1,0,007,003,0,0,0,0,normal
0,tcp,SF,229,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,05,29,255,1,0,003,005,0,0,0,0,normal
0,tcp,SF,238,197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,1,0,022,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,229,1161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0,0,1,0,015,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,237,196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,36,0,0,0,0,1,0,011,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,308,1549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,1,0,017,171,255,1,0,001,002,0,0,0,0,normal
